"source_root","source_bucket","skill_name","skill_path","skill_md_path","matched_keywords"
"c:\Users\ChenVincent\.claude\skills","global-claude","energy-procurement","C:\Users\ChenVincent\.claude\skills\energy-procurement","C:\Users\ChenVincent\.claude\skills\energy-procurement\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","enterprise-agent-ops","C:\Users\ChenVincent\.claude\skills\enterprise-agent-ops","C:\Users\ChenVincent\.claude\skills\enterprise-agent-ops\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","eval-harness","C:\Users\ChenVincent\.claude\skills\eval-harness","C:\Users\ChenVincent\.claude\skills\eval-harness\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","feed-catchup","C:\Users\ChenVincent\.claude\skills\feed-catchup","C:\Users\ChenVincent\.claude\skills\feed-catchup\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","frontend-patterns","C:\Users\ChenVincent\.claude\skills\frontend-patterns","C:\Users\ChenVincent\.claude\skills\frontend-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo","C:\Users\ChenVincent\.claude\skills\geo","C:\Users\ChenVincent\.claude\skills\geo\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo-audit","C:\Users\ChenVincent\.claude\skills\geo-audit","C:\Users\ChenVincent\.claude\skills\geo-audit\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo-brand-mentions","C:\Users\ChenVincent\.claude\skills\geo-brand-mentions","C:\Users\ChenVincent\.claude\skills\geo-brand-mentions\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo-citability","C:\Users\ChenVincent\.claude\skills\geo-citability","C:\Users\ChenVincent\.claude\skills\geo-citability\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo-compare","C:\Users\ChenVincent\.claude\skills\geo-compare","C:\Users\ChenVincent\.claude\skills\geo-compare\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo-content","C:\Users\ChenVincent\.claude\skills\geo-content","C:\Users\ChenVincent\.claude\skills\geo-content\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo-llmstxt","C:\Users\ChenVincent\.claude\skills\geo-llmstxt","C:\Users\ChenVincent\.claude\skills\geo-llmstxt\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo-platform-optimizer","C:\Users\ChenVincent\.claude\skills\geo-platform-optimizer","C:\Users\ChenVincent\.claude\skills\geo-platform-optimizer\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo-proposal","C:\Users\ChenVincent\.claude\skills\geo-proposal","C:\Users\ChenVincent\.claude\skills\geo-proposal\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo-prospect","C:\Users\ChenVincent\.claude\skills\geo-prospect","C:\Users\ChenVincent\.claude\skills\geo-prospect\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo-report","C:\Users\ChenVincent\.claude\skills\geo-report","C:\Users\ChenVincent\.claude\skills\geo-report\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo-report-pdf","C:\Users\ChenVincent\.claude\skills\geo-report-pdf","C:\Users\ChenVincent\.claude\skills\geo-report-pdf\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo-schema","C:\Users\ChenVincent\.claude\skills\geo-schema","C:\Users\ChenVincent\.claude\skills\geo-schema\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","geo-technical","C:\Users\ChenVincent\.claude\skills\geo-technical","C:\Users\ChenVincent\.claude\skills\geo-technical\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","golang-patterns","C:\Users\ChenVincent\.claude\skills\golang-patterns","C:\Users\ChenVincent\.claude\skills\golang-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","golang-testing","C:\Users\ChenVincent\.claude\skills\golang-testing","C:\Users\ChenVincent\.claude\skills\golang-testing\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","graphify","C:\Users\ChenVincent\.claude\skills\graphify","C:\Users\ChenVincent\.claude\skills\graphify\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","highlight-graph","C:\Users\ChenVincent\.claude\skills\highlight-graph","C:\Users\ChenVincent\.claude\skills\highlight-graph\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","hr-compliance-global","C:\Users\ChenVincent\.claude\skills\hr-compliance-global","C:\Users\ChenVincent\.claude\skills\hr-compliance-global\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","hr-obsidian-compliance-global","C:\Users\ChenVincent\.claude\skills\hr-obsidian-compliance-global","C:\Users\ChenVincent\.claude\skills\hr-obsidian-compliance-global\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","inventory-demand-planning","C:\Users\ChenVincent\.claude\skills\inventory-demand-planning","C:\Users\ChenVincent\.claude\skills\inventory-demand-planning\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","iterative-retrieval","C:\Users\ChenVincent\.claude\skills\iterative-retrieval","C:\Users\ChenVincent\.claude\skills\iterative-retrieval\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","java-coding-standards","C:\Users\ChenVincent\.claude\skills\java-coding-standards","C:\Users\ChenVincent\.claude\skills\java-coding-standards\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","jpa-patterns","C:\Users\ChenVincent\.claude\skills\jpa-patterns","C:\Users\ChenVincent\.claude\skills\jpa-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","kotlin-exposed-patterns","C:\Users\ChenVincent\.claude\skills\kotlin-exposed-patterns","C:\Users\ChenVincent\.claude\skills\kotlin-exposed-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","kotlin-ktor-patterns","C:\Users\ChenVincent\.claude\skills\kotlin-ktor-patterns","C:\Users\ChenVincent\.claude\skills\kotlin-ktor-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","kotlin-patterns","C:\Users\ChenVincent\.claude\skills\kotlin-patterns","C:\Users\ChenVincent\.claude\skills\kotlin-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","kotlin-testing","C:\Users\ChenVincent\.claude\skills\kotlin-testing","C:\Users\ChenVincent\.claude\skills\kotlin-testing\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","laravel-patterns","C:\Users\ChenVincent\.claude\skills\laravel-patterns","C:\Users\ChenVincent\.claude\skills\laravel-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","laravel-plugin-discovery","C:\Users\ChenVincent\.claude\skills\laravel-plugin-discovery","C:\Users\ChenVincent\.claude\skills\laravel-plugin-discovery\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","laravel-security","C:\Users\ChenVincent\.claude\skills\laravel-security","C:\Users\ChenVincent\.claude\skills\laravel-security\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","laravel-tdd","C:\Users\ChenVincent\.claude\skills\laravel-tdd","C:\Users\ChenVincent\.claude\skills\laravel-tdd\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","laravel-verification","C:\Users\ChenVincent\.claude\skills\laravel-verification","C:\Users\ChenVincent\.claude\skills\laravel-verification\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","lead-intelligence","C:\Users\ChenVincent\.claude\skills\lead-intelligence","C:\Users\ChenVincent\.claude\skills\lead-intelligence\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","logistics-exception-management","C:\Users\ChenVincent\.claude\skills\logistics-exception-management","C:\Users\ChenVincent\.claude\skills\logistics-exception-management\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","market-research","C:\Users\ChenVincent\.claude\skills\market-research","C:\Users\ChenVincent\.claude\skills\market-research\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","mcp-builder","C:\Users\ChenVincent\.claude\skills\mcp-builder","C:\Users\ChenVincent\.claude\skills\mcp-builder\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","notebooklm-global","C:\Users\ChenVincent\.claude\skills\notebooklm-global","C:\Users\ChenVincent\.claude\skills\notebooklm-global\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","now-reading-page","C:\Users\ChenVincent\.claude\skills\now-reading-page","C:\Users\ChenVincent\.claude\skills\now-reading-page\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","nutrient-document-processing","C:\Users\ChenVincent\.claude\skills\nutrient-document-processing","C:\Users\ChenVincent\.claude\skills\nutrient-document-processing\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","openai-docs","C:\Users\ChenVincent\.claude\skills\openai-docs","C:\Users\ChenVincent\.claude\skills\openai-docs\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","pdf","C:\Users\ChenVincent\.claude\skills\pdf","C:\Users\ChenVincent\.claude\skills\pdf\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","perl-patterns","C:\Users\ChenVincent\.claude\skills\perl-patterns","C:\Users\ChenVincent\.claude\skills\perl-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","perl-security","C:\Users\ChenVincent\.claude\skills\perl-security","C:\Users\ChenVincent\.claude\skills\perl-security\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","perl-testing","C:\Users\ChenVincent\.claude\skills\perl-testing","C:\Users\ChenVincent\.claude\skills\perl-testing\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","plankton-code-quality","C:\Users\ChenVincent\.claude\skills\plankton-code-quality","C:\Users\ChenVincent\.claude\skills\plankton-code-quality\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","plugin-creator","C:\Users\ChenVincent\.claude\skills\plugin-creator","C:\Users\ChenVincent\.claude\skills\plugin-creator\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","postgres-patterns","C:\Users\ChenVincent\.claude\skills\postgres-patterns","C:\Users\ChenVincent\.claude\skills\postgres-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","production-scheduling","C:\Users\ChenVincent\.claude\skills\production-scheduling","C:\Users\ChenVincent\.claude\skills\production-scheduling\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","project-guidelines-example","C:\Users\ChenVincent\.claude\skills\project-guidelines-example","C:\Users\ChenVincent\.claude\skills\project-guidelines-example\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","prompt-optimizer","C:\Users\ChenVincent\.claude\skills\prompt-optimizer","C:\Users\ChenVincent\.claude\skills\prompt-optimizer\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","python-patterns","C:\Users\ChenVincent\.claude\skills\python-patterns","C:\Users\ChenVincent\.claude\skills\python-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","python-testing","C:\Users\ChenVincent\.claude\skills\python-testing","C:\Users\ChenVincent\.claude\skills\python-testing\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","quality-nonconformance","C:\Users\ChenVincent\.claude\skills\quality-nonconformance","C:\Users\ChenVincent\.claude\skills\quality-nonconformance\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","quiz","C:\Users\ChenVincent\.claude\skills\quiz","C:\Users\ChenVincent\.claude\skills\quiz\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","ralphinho-rfc-pipeline","C:\Users\ChenVincent\.claude\skills\ralphinho-rfc-pipeline","C:\Users\ChenVincent\.claude\skills\ralphinho-rfc-pipeline\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","reader-recap","C:\Users\ChenVincent\.claude\skills\reader-recap","C:\Users\ChenVincent\.claude\skills\reader-recap\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","readwise-cli","C:\Users\ChenVincent\.claude\skills\readwise-cli","C:\Users\ChenVincent\.claude\skills\readwise-cli\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","readwise-mcp","C:\Users\ChenVincent\.claude\skills\readwise-mcp","C:\Users\ChenVincent\.claude\skills\readwise-mcp\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","returns-reverse-logistics","C:\Users\ChenVincent\.claude\skills\returns-reverse-logistics","C:\Users\ChenVincent\.claude\skills\returns-reverse-logistics\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","rust-patterns","C:\Users\ChenVincent\.claude\skills\rust-patterns","C:\Users\ChenVincent\.claude\skills\rust-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","security-review","C:\Users\ChenVincent\.claude\skills\security-review","C:\Users\ChenVincent\.claude\skills\security-review\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","security-scan","C:\Users\ChenVincent\.claude\skills\security-scan","C:\Users\ChenVincent\.claude\skills\security-scan\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","skill-installer","C:\Users\ChenVincent\.claude\skills\skill-installer","C:\Users\ChenVincent\.claude\skills\skill-installer\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","skill-stocktake","C:\Users\ChenVincent\.claude\skills\skill-stocktake","C:\Users\ChenVincent\.claude\skills\skill-stocktake\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","springboot-patterns","C:\Users\ChenVincent\.claude\skills\springboot-patterns","C:\Users\ChenVincent\.claude\skills\springboot-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","springboot-security","C:\Users\ChenVincent\.claude\skills\springboot-security","C:\Users\ChenVincent\.claude\skills\springboot-security\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","springboot-tdd","C:\Users\ChenVincent\.claude\skills\springboot-tdd","C:\Users\ChenVincent\.claude\skills\springboot-tdd\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","springboot-verification","C:\Users\ChenVincent\.claude\skills\springboot-verification","C:\Users\ChenVincent\.claude\skills\springboot-verification\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","strategic-compact","C:\Users\ChenVincent\.claude\skills\strategic-compact","C:\Users\ChenVincent\.claude\skills\strategic-compact\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","surprise-me","C:\Users\ChenVincent\.claude\skills\surprise-me","C:\Users\ChenVincent\.claude\skills\surprise-me\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","swift-protocol-di-testing","C:\Users\ChenVincent\.claude\skills\swift-protocol-di-testing","C:\Users\ChenVincent\.claude\skills\swift-protocol-di-testing\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","swiftui-patterns","C:\Users\ChenVincent\.claude\skills\swiftui-patterns","C:\Users\ChenVincent\.claude\skills\swiftui-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","tdd-workflow","C:\Users\ChenVincent\.claude\skills\tdd-workflow","C:\Users\ChenVincent\.claude\skills\tdd-workflow\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","team-builder","C:\Users\ChenVincent\.claude\skills\team-builder","C:\Users\ChenVincent\.claude\skills\team-builder\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","token-budget-advisor","C:\Users\ChenVincent\.claude\skills\token-budget-advisor","C:\Users\ChenVincent\.claude\skills\token-budget-advisor\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","triage","C:\Users\ChenVincent\.claude\skills\triage","C:\Users\ChenVincent\.claude\skills\triage\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","verification-loop","C:\Users\ChenVincent\.claude\skills\verification-loop","C:\Users\ChenVincent\.claude\skills\verification-loop\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","videodb","C:\Users\ChenVincent\.claude\skills\videodb","C:\Users\ChenVincent\.claude\skills\videodb\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","x-api","C:\Users\ChenVincent\.claude\skills\x-api","C:\Users\ChenVincent\.claude\skills\x-api\SKILL.md","Matched"
"c:\Users\ChenVincent\.claude\skills","global-claude","xlsx","C:\Users\ChenVincent\.claude\skills\xlsx","C:\Users\ChenVincent\.claude\skills\xlsx\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","agentic-engineering","C:\Users\ChenVincent\.agents\skills\agentic-engineering","C:\Users\ChenVincent\.agents\skills\agentic-engineering\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","ai-first-engineering","C:\Users\ChenVincent\.agents\skills\ai-first-engineering","C:\Users\ChenVincent\.agents\skills\ai-first-engineering\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","ai-regression-testing","C:\Users\ChenVincent\.agents\skills\ai-regression-testing","C:\Users\ChenVincent\.agents\skills\ai-regression-testing\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","android-clean-architecture","C:\Users\ChenVincent\.agents\skills\android-clean-architecture","C:\Users\ChenVincent\.agents\skills\android-clean-architecture\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","api-design","C:\Users\ChenVincent\.agents\skills\api-design","C:\Users\ChenVincent\.agents\skills\api-design\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","autonomous-loops","C:\Users\ChenVincent\.agents\skills\autonomous-loops","C:\Users\ChenVincent\.agents\skills\autonomous-loops\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","backend-patterns","C:\Users\ChenVincent\.agents\skills\backend-patterns","C:\Users\ChenVincent\.agents\skills\backend-patterns\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","blueprint","C:\Users\ChenVincent\.agents\skills\blueprint","C:\Users\ChenVincent\.agents\skills\blueprint\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","book-review","C:\Users\ChenVincent\.agents\skills\book-review","C:\Users\ChenVincent\.agents\skills\book-review\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","build-persona","C:\Users\ChenVincent\.agents\skills\build-persona","C:\Users\ChenVincent\.agents\skills\build-persona\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","carrier-relationship-management","C:\Users\ChenVincent\.agents\skills\carrier-relationship-management","C:\Users\ChenVincent\.agents\skills\carrier-relationship-management\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","claude-api","C:\Users\ChenVincent\.agents\skills\claude-api","C:\Users\ChenVincent\.agents\skills\claude-api\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","claude-devfleet","C:\Users\ChenVincent\.agents\skills\claude-devfleet","C:\Users\ChenVincent\.agents\skills\claude-devfleet\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","clickhouse-io","C:\Users\ChenVincent\.agents\skills\clickhouse-io","C:\Users\ChenVincent\.agents\skills\clickhouse-io\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","coding-standards","C:\Users\ChenVincent\.agents\skills\coding-standards","C:\Users\ChenVincent\.agents\skills\coding-standards\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","configure-ecc","C:\Users\ChenVincent\.agents\skills\configure-ecc","C:\Users\ChenVincent\.agents\skills\configure-ecc\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","content-engine","C:\Users\ChenVincent\.agents\skills\content-engine","C:\Users\ChenVincent\.agents\skills\content-engine\SKILL.md","Matched"
"c:\Users\ChenVincent\.agents\skills","global-agents","continuous-learning-v2","C:\Users\ChenVincent\.agents\skills\continuous-learning-v2","C:\Users\ChenVincent\.agents\skills\continuous-learning-v2\SKILL.md","Matched"
