"source_root","source_bucket","skill_name","skill_path","skill_md_path","matched_keywords"
"c:\Users\ChenVincent\.claude\skills","global-claude","laravel-verification","C:\Users\ChenVincent\.claude\skills\laravel-verification","C:\Users\ChenVincent\.claude\skills\laravel-verification\SKILL.md","security;scan;Security"
"c:\Users\ChenVincent\.claude\skills","global-claude","lead-intelligence","C:\Users\ChenVincent\.claude\skills\lead-intelligence","C:\Users\ChenVincent\.claude\skills\lead-intelligence\SKILL.md","SECRET"
"c:\Users\ChenVincent\.claude\skills","global-claude","logistics-exception-management","C:\Users\ChenVincent\.claude\skills\logistics-exception-management","C:\Users\ChenVincent\.claude\skills\logistics-exception-management\SKILL.md","scan;security"
"c:\Users\ChenVincent\.claude\skills","global-claude","market-research","C:\Users\ChenVincent\.claude\skills\market-research","C:\Users\ChenVincent\.claude\skills\market-research\SKILL.md","scan;security"
"c:\Users\ChenVincent\.claude\skills","global-claude","mcp-builder","C:\Users\ChenVincent\.claude\skills\mcp-builder","C:\Users\ChenVincent\.claude\skills\mcp-builder\SKILL.md","Security"
"c:\Users\ChenVincent\.claude\skills","global-claude","notebooklm-global","C:\Users\ChenVincent\.claude\skills\notebooklm-global","C:\Users\ChenVincent\.claude\skills\notebooklm-global\SKILL.md","CSRF"
"c:\Users\ChenVincent\.claude\skills","global-claude","nutrient-document-processing","C:\Users\ChenVincent\.claude\skills\nutrient-document-processing","C:\Users\ChenVincent\.claude\skills\nutrient-document-processing\SKILL.md","scan;Scan;security"
"c:\Users\ChenVincent\.claude\skills","global-claude","pdf","C:\Users\ChenVincent\.claude\skills\pdf","C:\Users\ChenVincent\.claude\skills\pdf\SKILL.md","scan;Scan"
"c:\Users\ChenVincent\.claude\skills","global-claude","perl-patterns","C:\Users\ChenVincent\.claude\skills\perl-patterns","C:\Users\ChenVincent\.claude\skills\perl-patterns\SKILL.md","injection;security"
"c:\Users\ChenVincent\.claude\skills","global-claude","perl-security","C:\Users\ChenVincent\.claude\skills\perl-security","C:\Users\ChenVincent\.claude\skills\perl-security\SKILL.md","securitysecurity security security XSS CSRF security Security security injection secure security vuln Vuln injection injection injection injection SQL Injection vuln Security XSS XSS CSRF csrf CSRF Security secret secret secure Security Security Security Security Security security security security security security Security CSRF Secure injection vuln injection vuln injection vuln XSS"
"c:\Users\ChenVincent\.claude\skills","global-claude","plankton-code-quality","C:\Users\ChenVincent\.claude\skills\plankton-code-quality","C:\Users\ChenVincent\.claude\skills\plankton-code-quality\SKILL.md","security;semgrep;Security;scan;AgentShield;Semgrep"
"c:\Users\ChenVincent\.claude\skills","global-claude","postgres-patterns","C:\Users\ChenVincent\.claude\skills\postgres-patterns","C:\Users\ChenVincent\.claude\skills\postgres-patterns\SKILL.md","security;Security"
"c:\Users\ChenVincent\.claude\skills","global-claude","project-guidelines-example","C:\Users\ChenVincent\.claude\skills\project-guidelines-example","C:\Users\ChenVincent\.claude\skills\project-guidelines-example\SKILL.md","secret"
"c:\Users\ChenVincent\.claude\skills","global-claude","prompt-optimizer","C:\Users\ChenVincent\.claude\skills\prompt-optimizer","C:\Users\ChenVincent\.claude\skills\prompt-optimizer\SKILL.md","security;Scan;Security;secret;XSS;CSRF"
"c:\Users\ChenVincent\.claude\skills","global-claude","python-patterns","C:\Users\ChenVincent\.claude\skills\python-patterns","C:\Users\ChenVincent\.claude\skills\python-patterns\SKILL.md","Security;scan"
"c:\Users\ChenVincent\.claude\skills","global-claude","ralphinho-rfc-pipeline","C:\Users\ChenVincent\.claude\skills\ralphinho-rfc-pipeline","C:\Users\ChenVincent\.claude\skills\ralphinho-rfc-pipeline\SKILL.md","security"
"c:\Users\ChenVincent\.claude\skills","global-claude","reader-recap","C:\Users\ChenVincent\.claude\skills\reader-recap","C:\Users\ChenVincent\.claude\skills\reader-recap\SKILL.md","scan"
"c:\Users\ChenVincent\.claude\skills","global-claude","returns-reverse-logistics","C:\Users\ChenVincent\.claude\skills\returns-reverse-logistics","C:\Users\ChenVincent\.claude\skills\returns-reverse-logistics\SKILL.md","security"
"c:\Users\ChenVincent\.claude\skills","global-claude","rust-patterns","C:\Users\ChenVincent\.claude\skills\rust-patterns","C:\Users\ChenVincent\.claude\skills\rust-patterns\SKILL.md","Security"
"c:\Users\ChenVincent\.claude\skills","global-claude","security-review","C:\Users\ChenVincent\.claude\skills\security-review","C:\Users\ChenVincent\.claude\skills\security-review\SKILL.md","securitysecurity secret security Security security vuln secret Security Secret secret secret secret secret secret SQL Injection SQL Injection vuln vuln XSS Secure Security SECURITY Security secure XSS Security security Security XSS CSRF CSRF csrf csrf CSRF csrf CSRF Secure CSRF secret Security Security vuln vuln security Security Security Security Secret secret SQL Injection XSS CSRF Security vuln Security OWASP owasp Security security Security Security security Security vuln"
"c:\Users\ChenVincent\.claude\skills","global-claude","security-scan","C:\Users\ChenVincent\.claude\skills\security-scan","C:\Users\ChenVincent\.claude\skills\security-scan\SKILL.md","security;scan;Scan;vuln;injection;AgentShield;Security;agentshield;secret;hardening;Secure;secure"
"c:\Users\ChenVincent\.claude\skills","global-claude","skill-stocktake","C:\Users\ChenVincent\.claude\skills\skill-stocktake","C:\Users\ChenVincent\.claude\skills\skill-stocktake\SKILL.md","Scan;scan"
"c:\Users\ChenVincent\.claude\skills","global-claude","springboot-patterns","C:\Users\ChenVincent\.claude\skills\springboot-patterns","C:\Users\ChenVincent\.claude\skills\springboot-patterns\SKILL.md","Security;SECURITY;injection"
"c:\Users\ChenVincent\.claude\skills","global-claude","springboot-security","C:\Users\ChenVincent\.claude\skills\springboot-security","C:\Users\ChenVincent\.claude\skills\springboot-security\SKILL.md","securitysecurity Security CSRF secret security Security secret CSRF security secret Scan CVE Secure Security security Security SQL Injection CSRF CSRF CSRF csrf csrf csrf Secret secret Secret Security Security xss security Security Security OWASP Security CVE secret scan CSRF Secret Security scan secure"
"c:\Users\ChenVincent\.claude\skills","global-claude","springboot-tdd","C:\Users\ChenVincent\.claude\skills\springboot-tdd","C:\Users\ChenVincent\.claude\skills\springboot-tdd\SKILL.md","security"
"c:\Users\ChenVincent\.claude\skills","global-claude","springboot-verification","C:\Users\ChenVincent\.claude\skills\springboot-verification","C:\Users\ChenVincent\.claude\skills\springboot-verification\SKILL.md","security;scan;Security;Scan;CVE;owasp;Secret;secret"
"c:\Users\ChenVincent\.claude\skills","global-claude","strategic-compact","C:\Users\ChenVincent\.claude\skills\strategic-compact","C:\Users\ChenVincent\.claude\skills\strategic-compact\SKILL.md","security;xss;Security"
"c:\Users\ChenVincent\.claude\skills","global-claude","swift-protocol-di-testing","C:\Users\ChenVincent\.claude\skills\swift-protocol-di-testing","C:\Users\ChenVincent\.claude\skills\swift-protocol-di-testing\SKILL.md","injection;Injection"
"c:\Users\ChenVincent\.claude\skills","global-claude","swiftui-patterns","C:\Users\ChenVincent\.claude\skills\swiftui-patterns","C:\Users\ChenVincent\.claude\skills\swiftui-patterns\SKILL.md","injection;Injection"
"c:\Users\ChenVincent\.claude\skills","global-claude","team-builder","C:\Users\ChenVincent\.claude\skills\team-builder","C:\Users\ChenVincent\.claude\skills\team-builder\SKILL.md","Security;security"
"c:\Users\ChenVincent\.claude\skills","global-claude","verification-loop","C:\Users\ChenVincent\.claude\skills\verification-loop","C:\Users\ChenVincent\.claude\skills\verification-loop\SKILL.md","Security;Scan;secret"
"c:\Users\ChenVincent\.claude\skills","global-claude","x-api","C:\Users\ChenVincent\.claude\skills\x-api","C:\Users\ChenVincent\.claude\skills\x-api\SKILL.md","SECRET;secret;Security;secure"
"c:\Users\ChenVincent\.claude\skills","global-claude","xlsx","C:\Users\ChenVincent\.claude\skills\xlsx","C:\Users\ChenVincent\.claude\skills\xlsx\SKILL.md","Scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","agentic-engineering","C:\Users\ChenVincent\.agents\skills\agentic-engineering","C:\Users\ChenVincent\.agents\skills\agentic-engineering\SKILL.md","security"
"c:\Users\ChenVincent\.agents\skills","global-agents","ai-first-engineering","C:\Users\ChenVincent\.agents\skills\ai-first-engineering","C:\Users\ChenVincent\.agents\skills\ai-first-engineering\SKILL.md","security"
"c:\Users\ChenVincent\.agents\skills","global-agents","android-clean-architecture","C:\Users\ChenVincent\.agents\skills\android-clean-architecture","C:\Users\ChenVincent\.agents\skills\android-clean-architecture\SKILL.md","injection;Injection"
"c:\Users\ChenVincent\.agents\skills","global-agents","autonomous-loops","C:\Users\ChenVincent\.agents\skills\autonomous-loops","C:\Users\ChenVincent\.agents\skills\autonomous-loops\SKILL.md","security;vuln;Scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","backend-patterns","C:\Users\ChenVincent\.agents\skills\backend-patterns","C:\Users\ChenVincent\.agents\skills\backend-patterns\SKILL.md","SECRET"
"c:\Users\ChenVincent\.agents\skills","global-agents","build-persona","C:\Users\ChenVincent\.agents\skills\build-persona","C:\Users\ChenVincent\.agents\skills\build-persona\SKILL.md","scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","carrier-relationship-management","C:\Users\ChenVincent\.agents\skills\carrier-relationship-management","C:\Users\ChenVincent\.agents\skills\carrier-relationship-management\SKILL.md","security;Secure"
"c:\Users\ChenVincent\.agents\skills","global-agents","claude-api","C:\Users\ChenVincent\.agents\skills\claude-api","C:\Users\ChenVincent\.agents\skills\claude-api\SKILL.md","security"
"c:\Users\ChenVincent\.agents\skills","global-agents","configure-ecc","C:\Users\ChenVincent\.agents\skills\configure-ecc","C:\Users\ChenVincent\.agents\skills\configure-ecc\SKILL.md","security;CSRF;SQL injection;XSS;scan;Security;secret;Scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","continuous-learning-v2","C:\Users\ChenVincent\.agents\skills\continuous-learning-v2","C:\Users\ChenVincent\.agents\skills\continuous-learning-v2\SKILL.md","Security"
"c:\Users\ChenVincent\.agents\skills","global-agents","cpp-testing","C:\Users\ChenVincent\.agents\skills\cpp-testing","C:\Users\ChenVincent\.agents\skills\cpp-testing\SKILL.md","injection"
"c:\Users\ChenVincent\.agents\skills","global-agents","customs-trade-compliance","C:\Users\ChenVincent\.agents\skills\customs-trade-compliance","C:\Users\ChenVincent\.agents\skills\customs-trade-compliance\SKILL.md","Security;security"
"c:\Users\ChenVincent\.agents\skills","global-agents","data-scraper-agent","C:\Users\ChenVincent\.agents\skills\data-scraper-agent","C:\Users\ChenVincent\.agents\skills\data-scraper-agent\SKILL.md","secret;Security;Secret"
"c:\Users\ChenVincent\.agents\skills","global-agents","deployment-patterns","C:\Users\ChenVincent\.agents\skills\deployment-patterns","C:\Users\ChenVincent\.agents\skills\deployment-patterns\SKILL.md","secret;SECRET;Security;scan;CVE"
"c:\Users\ChenVincent\.agents\skills","global-agents","django-patterns","C:\Users\ChenVincent\.agents\skills\django-patterns","C:\Users\ChenVincent\.agents\skills\django-patterns\SKILL.md","SECRET;security;Security;csrf;Csrf;SECURE;CSRF"
"c:\Users\ChenVincent\.agents\skills","global-agents","django-security","C:\Users\ChenVincent\.agents\skills\django-security","C:\Users\ChenVincent\.agents\skills\django-security\SKILL.md","securitysecurity security CSRF SQL injection XSS secure Security security vuln security security Security Security SECURE SECURE CSRF SECURE SECURE SECURE SECURE SECURE SECURE XSS CSRF CSRF Secret SECRET SECRET SECRET SECRET security security secure SQL Injection VULN Security XSS VULN SECURE SECURE XSS XSS Security XSS Security CSRF CSRF CSRF CSRF SECURE CSRF CSRF CSRF CSRF csrf CSRF csrf csrf csrf csrf Security Secure Security Security Security Security Secret SECRET SECRET SECRET secret Security security security Security secure secret SECRET CSRF XSS SQL injection Security security Security security"
"c:\Users\ChenVincent\.agents\skills","global-agents","django-verification","C:\Users\ChenVincent\.agents\skills\django-verification","C:\Users\ChenVincent\.agents\skills\django-verification\SKILL.md","security;scan;SECRET;Security;Scan;vuln;Secret;gitleaks;Vuln;secret;SECURE"
"c:\Users\ChenVincent\.agents\skills","global-agents","dmux-workflows","C:\Users\ChenVincent\.agents\skills\dmux-workflows","C:\Users\ChenVincent\.agents\skills\dmux-workflows\SKILL.md","security;vuln"
"c:\Users\ChenVincent\.agents\skills","global-agents","docker-patterns","C:\Users\ChenVincent\.agents\skills\docker-patterns","C:\Users\ChenVincent\.agents\skills\docker-patterns\SKILL.md","security;Security;Hardening;secret;Secret"
"c:\Users\ChenVincent\.agents\skills","global-agents","energy-procurement","C:\Users\ChenVincent\.agents\skills\energy-procurement","C:\Users\ChenVincent\.agents\skills\energy-procurement\SKILL.md","threat"
"c:\Users\ChenVincent\.agents\skills","global-agents","enterprise-agent-ops","C:\Users\ChenVincent\.agents\skills\enterprise-agent-ops","C:\Users\ChenVincent\.agents\skills\enterprise-agent-ops\SKILL.md","security;secret;injection"
"c:\Users\ChenVincent\.agents\skills","global-agents","eval-harness","C:\Users\ChenVincent\.agents\skills\eval-harness","C:\Users\ChenVincent\.agents\skills\eval-harness\SKILL.md","secure;security"
"c:\Users\ChenVincent\.agents\skills","global-agents","feed-catchup","C:\Users\ChenVincent\.agents\skills\feed-catchup","C:\Users\ChenVincent\.agents\skills\feed-catchup\SKILL.md","Scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","frontend-patterns","C:\Users\ChenVincent\.agents\skills\frontend-patterns","C:\Users\ChenVincent\.agents\skills\frontend-patterns\SKILL.md","scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo","C:\Users\ChenVincent\.agents\skills\geo","C:\Users\ChenVincent\.agents\skills\geo\SKILL.md","scan;Scan;security"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-brand-mentions","C:\Users\ChenVincent\.agents\skills\geo-brand-mentions","C:\Users\ChenVincent\.agents\skills\geo-brand-mentions\SKILL.md","scan;Scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-llmstxt","C:\Users\ChenVincent\.agents\skills\geo-llmstxt","C:\Users\ChenVincent\.agents\skills\geo-llmstxt\SKILL.md","scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-platform-optimizer","C:\Users\ChenVincent\.agents\skills\geo-platform-optimizer","C:\Users\ChenVincent\.agents\skills\geo-platform-optimizer\SKILL.md","scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-prospect","C:\Users\ChenVincent\.agents\skills\geo-prospect","C:\Users\ChenVincent\.agents\skills\geo-prospect\SKILL.md","scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-report","C:\Users\ChenVincent\.agents\skills\geo-report","C:\Users\ChenVincent\.agents\skills\geo-report\SKILL.md","Security"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-schema","C:\Users\ChenVincent\.agents\skills\geo-schema","C:\Users\ChenVincent\.agents\skills\geo-schema\SKILL.md","Scan"
"c:\Users\ChenVincent\.agents\skills","global-agents","geo-technical","C:\Users\ChenVincent\.agents\skills\geo-technical","C:\Users\ChenVincent\.agents\skills\geo-technical\SKILL.md","security;Security;XSS"
"c:\Users\ChenVincent\.agents\skills","global-agents","golang-patterns","C:\Users\ChenVincent\.agents\skills\golang-patterns","C:\Users\ChenVincent\.agents\skills\golang-patterns\SKILL.md","injection"
"c:\Users\ChenVincent\.agents\skills","global-agents","java-coding-standards","C:\Users\ChenVincent\.agents\skills\java-coding-standards","C:\Users\ChenVincent\.agents\skills\java-coding-standards\SKILL.md","injection"
"c:\Users\ChenVincent\.agents\skills","global-agents","kotlin-exposed-patterns","C:\Users\ChenVincent\.agents\skills\kotlin-exposed-patterns","C:\Users\ChenVincent\.agents\skills\kotlin-exposed-patterns\SKILL.md","injection"
"c:\Users\ChenVincent\.agents\skills","global-agents","kotlin-ktor-patterns","C:\Users\ChenVincent\.agents\skills\kotlin-ktor-patterns","C:\Users\ChenVincent\.agents\skills\kotlin-ktor-patterns\SKILL.md","injection;Secret;secret;Injection;SECRET"
"c:\Users\ChenVincent\.agents\skills","global-agents","kotlin-testing","C:\Users\ChenVincent\.agents\skills\kotlin-testing","C:\Users\ChenVincent\.agents\skills\kotlin-testing\SKILL.md","secret"
"c:\Users\ChenVincent\.agents\skills","global-agents","laravel-patterns","C:\Users\ChenVincent\.agents\skills\laravel-patterns","C:\Users\ChenVincent\.agents\skills\laravel-patterns\SKILL.md","secret"
"c:\Users\ChenVincent\.agents\skills","global-agents","laravel-plugin-discovery","C:\Users\ChenVincent\.agents\skills\laravel-plugin-discovery","C:\Users\ChenVincent\.agents\skills\laravel-plugin-discovery\SKILL.md","security"
"c:\Users\ChenVincent\.agents\skills","global-agents","laravel-security","C:\Users\ChenVincent\.agents\skills\laravel-security","C:\Users\ChenVincent\.agents\skills\laravel-security\SKILL.md","securitysecurity security CSRF secret secure Security security vuln secret Hardening CSRF Csrf security Security Security SECURE Hardening Security SQL Injection XSS CSRF Csrf csrf Scan Secret secret secret Security Security Security Security csrf CSRF Security CVE"
"c:\Users\ChenVincent\.agents\skills","global-agents","laravel-verification","C:\Users\ChenVincent\.agents\skills\laravel-verification","C:\Users\ChenVincent\.agents\skills\laravel-verification\SKILL.md","security;scan;Security"
"c:\Users\ChenVincent\.agents\skills","global-agents","lead-intelligence","C:\Users\ChenVincent\.agents\skills\lead-intelligence","C:\Users\ChenVincent\.agents\skills\lead-intelligence\SKILL.md","SECRET"
"c:\Users\ChenVincent\.agents\skills","global-agents","logistics-exception-management","C:\Users\ChenVincent\.agents\skills\logistics-exception-management","C:\Users\ChenVincent\.agents\skills\logistics-exception-management\SKILL.md","scan;security"
"c:\Users\ChenVincent\.agents\skills","global-agents","market-research","C:\Users\ChenVincent\.agents\skills\market-research","C:\Users\ChenVincent\.agents\skills\market-research\SKILL.md","scan;security"
"c:\Users\ChenVincent\.agents\skills","global-agents","mcp-builder","C:\Users\ChenVincent\.agents\skills\mcp-builder","C:\Users\ChenVincent\.agents\skills\mcp-builder\SKILL.md","Security"
"c:\Users\ChenVincent\.agents\skills","global-agents","notebooklm-global","C:\Users\ChenVincent\.agents\skills\notebooklm-global","C:\Users\ChenVincent\.agents\skills\notebooklm-global\SKILL.md","CSRF"
